,User_A,User_B,Interaction
2529,EthicalDavid,Socialism4Jobs,Retweet
2530,cieloyla,Havenaar64,Retweet
2531,PinkHelmetTO,CarymaRules,Retweet
2532,_sam_hamilton,CarymaRules,Retweet
2533,TriniDaddy1990,TriniDaddy1990,Tweet
2534,ArthurCaplan,ArthurCaplan,Tweet
2535,MgtmMoisan,CarymaRules,Retweet
2536,kokopuff16,kokopuff16,Tweet
2537,tmccull603,tmccull603,Tweet
2538,earlthepearl_6,earlthepearl_6,Tweet
2539,MPreobrazenskij,CarymaRules,Retweet
2540,kokopuff16,kokopuff16,Tweet
2541,pqpolitics,pqpolitics,Tweet
2542,RyanLindholm1,RyanLindholm1,Tweet
2543,Burnabymom2,CarymaRules,Retweet
2544,BAbramchuk,PellenHead,Retweet
2545,HthrHayes,can_knucklehead,Retweet
2546,MuniraManji,AbhijeetMonet,Retweet
2547,gawdofcake,gawdofcake,Tweet
2548,Peach3146,AbhijeetMonet,Retweet
2549,redwhiskeypete,redwhiskeypete,Tweet
2550,GabyBerrio,GabyBerrio,Tweet
2551,greengoddess892,greengoddess892,Tweet
2552,bradleybernie55,CarymaRules,Retweet
2553,daiconrad,samantha_hagan,Retweet
2554,Hero_Alter_Ego,Hero_Alter_Ego,Tweet
2555,johgabcab,johgabcab,Tweet
2556,PS3stacker,PS3stacker,Tweet
2557,DavidAames20,DavidAames20,Tweet
2558,MaggieGranny,AbhijeetMonet,Retweet
2559,foolsinhoodies,foolsinhoodies,Tweet
2560,GrimJoke888,CarymaRules,Retweet
2561,BugJudy,AbhijeetMonet,Retweet
2562,WakeuptimeNOW,WakeuptimeNOW,Tweet
2563,kokopuff16,kokopuff16,Tweet
2564,HeatherMoAndCo,AbhijeetMonet,Retweet
2565,nlclarke1112,CarymaRules,Retweet
2566,mabsyy13,CarymaRules,Retweet
2567,thefakerebecca,CarymaRules,Retweet
2568,Wybo_in_Regina,CarymaRules,Retweet
2569,DonaldPfaster,DonaldPfaster,Tweet
2570,sdja3,CarymaRules,Retweet
2571,axelschule,CarymaRules,Retweet
2572,Boo_Nanners,CarymaRules,Retweet
2573,jjdebenedictis,AntonvWalraven,Retweet
2574,BarbaraUlitsky,CarymaRules,Retweet
2575,bcrefugee,AntonvWalraven,Retweet
2576,cori_umetsu,CarymaRules,Retweet
2577,michael56960757,CarymaRules,Retweet
2578,mig30m6,CarymaRules,Retweet
2579,oilluted,oilluted,Tweet
2580,marshdagostino,marshdagostino,Tweet
2581,Ken34205423,CarymaRules,Retweet
2582,adelle89617029,CarymaRules,Retweet
2583,s0livey0urlife,AbhijeetMonet,Retweet
2584,viralvideovlogs,wqbelle,Retweet
2585,bee2216,kokopuff16,Retweet
2586,flipkoin2,CarymaRules,Retweet
2587,CloverdaleGal,wandreef,Retweet
2588,PsycheDiver,CarymaRules,Retweet
2589,RawMixedNuts,HarryTr12054202,Retweet
2590,boxer_lovers,CarymaRules,Retweet
2591,Tony4Ray,AntonvWalraven,Retweet
2592,Tony4Ray,CarymaRules,Retweet
2593,natasha367b,CarymaRules,Retweet
2594,Tony4Ray,CarymaRules,Retweet
2595,LarryDeLuca,LarryDeLuca,Tweet
2596,kokopuff16,kokopuff16,Tweet
2597,Cherleen17,KKorncob,Retweet
2598,deepstaples,kokopuff16,Retweet
2599,RussDiabo,CarymaRules,Retweet
2600,Tony4Ray,CarymaRules,Retweet
2601,Tony4Ray,CarymaRules,Retweet
2602,Disigouin,CarymaRules,Retweet
2603,BOOHANAbeats,CarymaRules,Retweet
2604,ladacyn,davidchiarelli,Retweet
2605,wonderfulmrTO,kokopuff16,Retweet
2606,Tony4Ray,CarymaRules,Retweet
2607,jerrylarry604,jerrylarry604,Tweet
2608,boxer_lovers,CarymaRules,Retweet
2609,leighfromcanada,CarymaRules,Retweet
2610,Ken34205423,CarymaRules,Retweet
2611,Zoey68676529,CarymaRules,Retweet
2612,MEEKSVS,caryn_lieberman,Retweet
2613,Tikisrose,CarymaRules,Retweet
2614,LastWave_,LastWave_,Tweet
2615,meddeviceeng,VaxxersAnti,Retweet
2616,StevieHachey,CarymaRules,Retweet
2617,gawdofcake,gawdofcake,Tweet
2618,FarkingNick,CarymaRules,Retweet
2619,AnnFost50123587,CarymaRules,Retweet
2620,BigBruce1972,Sharky_vs_Evil,Retweet
2621,LastWave_,LastWave_,Tweet
2622,intercepts1a,intercepts1a,Tweet
2623,hopefulcritic,Sharky_vs_Evil,Retweet
2624,gawdofcake,gawdofcake,Tweet
2625,Ken34205423,CarymaRules,Retweet
2626,mtnbvan,mtnbvan,Tweet
2627,MercuryOtter,MercuryOtter,Tweet
2628,kimaenglish,CarymaRules,Retweet
2629,ABprochoice,Karen_UCE,Retweet
2630,remirol1956,CarymaRules,Retweet
2631,cavanagh_danny,CarymaRules,Retweet
2632,CarmenShier,CarymaRules,Retweet
2633,marylougeorge2,JA_Elliott,Retweet
2634,trueNORTHisFREE,trueNORTHisFREE,Tweet
2635,CarymaRules,CarymaRules,Tweet
2636,Rebecca78581223,tiraDom78,Retweet
2637,miltdavies,miltdavies,Tweet
2638,wyldcdn,AbhijeetMonet,Retweet
2639,GrimJoke888,CarymaRules,Retweet
2640,ladyheatherlee,CarymaRules,Retweet
2641,bcmaguire,CarymaRules,Retweet
2642,Macsmart31,CarymaRules,Retweet
2643,StuyvesantAnna,Mohamme09073545,Retweet
2644,souljahsingh,CarymaRules,Retweet
2645,EdelweissBlood,AntonvWalraven,Retweet
2646,tiraDom78,tiraDom78,Tweet
2647,smiley37555,CarymaRules,Retweet
2648,colepram,Sparkiestgerm,Retweet
2649,jdormansteele,AntonvWalraven,Retweet
2650,CraigSobey,Havenaar64,Retweet
2651,AmandaDianeM,CarymaRules,Retweet
2652,Clancy_Wiggum99,Clancy_Wiggum99,Tweet
2653,TheSentinelWolf,CarymaRules,Retweet
2654,sdcinvancouver,sdcinvancouver,Tweet
2655,PS3stacker,PS3stacker,Tweet
2656,arsongurl,arsongurl,Tweet
2657,DBedward,CarymaRules,Retweet
2658,DrBenNeel,ArthurCaplan,Retweet
2659,andre_triangle,CarymaRules,Retweet
2660,meowmix_79,meowmix_79,Tweet
2661,heatherdalelaw,heatherdalelaw,Tweet
2662,Sparkiestgerm,Sparkiestgerm,Tweet
2663,crisxochitl,Food_Nomad,Retweet
2664,getvaxxedpeople,getvaxxedpeople,Tweet
2665,LukesPotShop,LukesPotShop,Tweet
2666,mopeymonthought,mopeymonthought,Tweet
2667,lukehickey,CarymaRules,Retweet
2668,Msektateacher,AbhijeetMonet,Retweet
2669,SethTolcher,CarymaRules,Retweet
2670,michellepitman,michellepitman,Tweet
2671,vaughanvoice22,CarymaRules,Retweet
2672,itbethatway123,itbethatway123,Tweet
2673,Ms_T_Mc,Food_Nomad,Retweet
2674,lindabintoronto,CarymaRules,Retweet
2675,curlyintj,CarymaRules,Retweet
2676,DAJensen07,DAJensen07,Tweet
2677,JohnSplicer,CarymaRules,Retweet
2678,StephenAmon_,StephenAmon_,Tweet
2679,LastWave_,LastWave_,Tweet
2680,smurdge99,smurdge99,Tweet
2681,BCSSbasketball,AbhijeetMonet,Retweet
2682,samknovels,TommyMofo19,Retweet
2683,chuddles11,kokopuff16,Retweet
2684,WSofD,CarymaRules,Retweet
2685,DillonRoyal4,DillonRoyal4,Tweet
2686,MtnMod,CarymaRules,Retweet
2687,kokopuff16,kokopuff16,Tweet
2688,knitntherapist,kellyfairchild2,Retweet
2689,samknovels,marshdagostino,Retweet
2690,LeanneH56251190,Havenaar64,Retweet
2691,bogeywheels,bogeywheels,Tweet
2692,MargaretWatson7,CarymaRules,Retweet
2693,KimTamm11,CarymaRules,Retweet
2694,krismeloche,CarymaRules,Retweet
2695,EweOughttaKnow,CarymaRules,Retweet
2696,JigglyPants44,CarymaRules,Retweet
2697,guywillett1,guywillett1,Tweet
2698,Joni_Looking,Joni_Looking,Tweet
2699,DrOnDFS,kokopuff16,Retweet
2700,gardengnome22,gardengnome22,Tweet
2701,taylortimmyari,CarymaRules,Retweet
2702,NAFTELWORLD,CarymaRules,Retweet
2703,kokopuff16,kokopuff16,Tweet
2704,Victim_SSPS,CarymaRules,Retweet
2705,eflorian10,kokopuff16,Retweet
2706,TelehealthBot,IKE_DEVJI,Retweet
2707,MrJnow,CarymaRules,Retweet
2708,LastWave_,LastWave_,Tweet
2709,lwkosma,CarymaRules,Retweet
2710,DrOnDFS,kokopuff16,Retweet
2711,LVI52211,ElkeBabiuk,Retweet
2712,ToriLRidgewood,kokopuff16,Retweet
2713,Rose3451333699,CarymaRules,Retweet
2714,ToriLRidgewood,kokopuff16,Retweet
2715,lizrossproudcan,CarymaRules,Retweet
2716,ToriLRidgewood,kokopuff16,Retweet
2717,CarymaRules,CarymaRules,Tweet
2718,seganwad,kokopuff16,Retweet
2719,MikeTwome,MikeTwome,Tweet
2720,kokopuff16,kokopuff16,Tweet
2721,KeeperOfMaps,CarymaRules,Retweet
2722,kenjstarr,kenjstarr,Tweet
2723,Vancity_FC,pqpolitics,Retweet
2724,BarroldBonds,ArthurCaplan,Retweet
2725,HilaryChambers1,CarymaRules,Retweet
2726,TaylorS11264605,TaylorS11264605,Tweet
2727,pamelasm,CarymaRules,Retweet
2728,kokopuff16,kokopuff16,Tweet
2729,JillofAllTrad14,CarymaRules,Retweet
2730,YzabettaSativa,CarymaRules,Retweet
2731,Letsgoraptors2,CarymaRules,Retweet
2732,drbentien,CarymaRules,Retweet
2733,OnlyMych3ll3,CarymaRules,Retweet
2734,LisaBlackDesign,CarymaRules,Retweet
2735,BridgeMuir,BridgeMuir,Tweet
2736,worldofbastards,worldofbastards,Tweet
2737,RosieoButterfly,RosieoButterfly,Tweet
2738,cocacolalake,CarymaRules,Retweet
2739,dudismos,dudismos,Tweet
2740,leighfromcanada,CarymaRules,Retweet
2741,KetoMattMan,CarymaRules,Retweet
2742,lucypaolino,lucypaolino,Tweet
2743,CarymaRules,CarymaRules,Tweet
2744,LloydWasser,LloydWasser,Tweet
2745,MightyQuinnUSA,MightyQuinnUSA,Tweet
2746,stephlevac,Cinecraig,Retweet
2747,Grammy_111,CarymaRules,Retweet
2748,KarlaCamilaLove,CarymaRules,Retweet
2749,MightyQuinnUSA,MightyQuinnUSA,Tweet
2750,MightyQuinnUSA,MightyQuinnUSA,Tweet
2751,DrOnDFS,kokopuff16,Retweet
2752,kokopuff16,kokopuff16,Tweet
2753,SirGorden,SirGorden,Tweet
2754,ClaytonRobins,caryn_lieberman,Retweet
2755,MattJDever,AbhijeetMonet,Retweet
2756,viralvideovlogs,wqbelle,Retweet
2757,Rhonda1979_1111,CarymaRules,Retweet
2758,Binks54327,CarymaRules,Retweet
2759,MentalHealthBo5,justrying4,Retweet
2760,justrying4,justrying4,Tweet
2761,b1udad,CarymaRules,Retweet
2762,Zoey68676529,CarymaRules,Retweet
2763,DrOnDFS,kokopuff16,Retweet
2764,ggswann,CarymaRules,Retweet
2765,CarymaRules,CarymaRules,Tweet
2766,rodneylives,CarymaRules,Retweet
2767,kokopuff16,kokopuff16,Tweet
2768,Zoey68676529,CarymaRules,Retweet
2769,teammoderna1,pqpolitics,Retweet
2770,pqpolitics,pqpolitics,Tweet
2771,sewsweetpink,kellyfairchild2,Retweet
2772,Ken34205423,CarymaRules,Retweet
2773,RosieoButterfly,CarymaRules,Retweet
2774,2jehan,timethief,Retweet
2775,CharlieArmstng,CarymaRules,Retweet
2776,leighfromcanada,CarymaRules,Retweet
2777,sandi89701936,CarymaRules,Retweet
2778,JC5health,CarymaRules,Retweet
2779,CarymaRules,CarymaRules,Tweet
2780,fin_dawn,CanadaOooh,Retweet
2781,NorthBelle4,CarymaRules,Retweet
2782,Flippy33760140,Flippy33760140,Tweet
2783,colonelhogans,colonelhogans,Tweet
2784,TraceySpicer,tmccull603,Retweet
2785,HHans44,CarymaRules,Retweet
2786,fedvvv1971,zbruch_66,Retweet
2787,lauraandsimba,CarymaRules,Retweet
2788,CodieneC,CarymaRules,Retweet
2789,Joni_Looking,Joni_Looking,Retweet
2790,timethief,timethief,Tweet
2791,mike_of_oz,davemacladd,Retweet
2792,redleaf1234,CarymaRules,Retweet
2793,LeftyEnbyNB,CarymaRules,Retweet
2794,Uncle_Krynnge,CarymaRules,Retweet
2795,CanadianHen_Jen,TomEngel18,Retweet
2796,ThomasB85251922,CarymaRules,Retweet
2797,zchamu,CarymaRules,Retweet
2798,TheBee038813,CarymaRules,Retweet
2799,gburron,CarymaRules,Retweet
2800,Tintie4,CarymaRules,Retweet
2801,Deb_Is_Young,CarymaRules,Retweet
2802,LenaEriksdotter,tmccull603,Retweet
2803,CanadaOooh,CanadaOooh,Tweet
2804,Deb_Is_Young,CarymaRules,Retweet
2805,maccdy,CarymaRules,Retweet
2806,moeyd64,CarymaRules,Retweet
2807,Deb_Is_Young,CarymaRules,Retweet
2808,JuliusKhan10,CarymaRules,Retweet
2809,flipkoin2,CarymaRules,Retweet
2810,eclamoureux,CarymaRules,Retweet
2811,KentKathryn,AbhijeetMonet,Retweet
2812,yvonne4tn,CarymaRules,Retweet
2813,seesthedanger,seesthedanger,Tweet
2814,mike_of_oz,CarymaRules,Retweet
2815,CarymaRules,CarymaRules,Retweet
2816,CarymaRules,CarymaRules,Retweet
2817,CarymaRules,CarymaRules,Retweet
2818,CarymaRules,CarymaRules,Retweet
2819,56peggy,CarymaRules,Retweet
2820,CarymaRules,CarymaRules,Retweet
2821,CarymaRules,CarymaRules,Retweet
2822,CarymaRules,CarymaRules,Retweet
2823,CarymaRules,CarymaRules,Retweet
2824,777DEAN777,Cutter_the_1st,Retweet
2825,miltdavies,miltdavies,Retweet
2826,ActLikeOurHous1,CarymaRules,Retweet
2827,Bobduff1,CarymaRules,Retweet
2828,kargadan,CarymaRules,Retweet
2829,Snapper47677418,Sparkiestgerm,Retweet
2830,romeoinottawa,CarymaRules,Retweet
2831,RougeMenace,AbhijeetMonet,Retweet
2832,KarenJan9,kellyfairchild2,Retweet
2833,ThePlatypusCA,CarymaRules,Retweet
2834,spillsrealitea,CarymaRules,Retweet
2835,AAAopinion,colonelhogans,Retweet
2836,WittaTwitta,WittaTwitta,Tweet
2837,arenaud0614,CarymaRules,Retweet
2838,williamdore,CarymaRules,Retweet
2839,BIdatalearner,CarymaRules,Retweet
2840,davidpugliese,CarymaRules,Retweet
2841,PunkRockG1,PunkRockG1,Tweet
2842,68mznbqbwm,CarymaRules,Retweet
2843,oponiak,KKorncob,Retweet
2844,Cutter_the_1st,Cutter_the_1st,Tweet
2845,flipkoin2,CarymaRules,Retweet
2846,GaySimonSub,GaySimonSub,Tweet
2847,ladypeddle,CarymaRules,Retweet
2848,Pepissmo,CarymaRules,Retweet
2849,Genevieveat19,colonelhogans,Retweet
2850,averagejsmit2,averagejsmit2,Tweet
2851,piepot62,CarymaRules,Retweet
2852,Deb_Is_Young,CarymaRules,Retweet
2853,MrPotat52748843,MrPotat52748843,Tweet
2854,WittaTwitta,WittaTwitta,Tweet
2855,NorthBelle4,CarymaRules,Retweet
2856,CindyBailey3,CarymaRules,Retweet
2857,ShamanaDreams,CarymaRules,Retweet
2858,OccupyCoscienza,CheriDiNovo,Retweet
2859,NancyALaRose,CarymaRules,Retweet
2860,nlclarke1112,CarymaRules,Retweet
2861,CarmenShier,CarymaRules,Retweet
2862,edwinmundt,CarymaRules,Retweet
2863,Gawni,Gawni,Tweet
2864,DRE_DREY_DRE,CarymaRules,Retweet
2865,A1AWPMFER,CarymaRules,Retweet
2866,costanza_james,CarymaRules,Retweet
2867,MonicaCYOW,CarymaRules,Retweet
2868,Joni_Looking,CarymaRules,Retweet
2869,Draco_Gemini,CarymaRules,Retweet
2870,pigeonpat1,davidchiarelli,Retweet
2871,ChantalBeaudo11,CarymaRules,Retweet
2872,jrsamplesbr549,CarymaRules,Retweet
2873,ColourMeRedddd,kokopuff16,Retweet
2874,redheadednomad,redheadednomad,Tweet
2875,tulip_in_march,CarymaRules,Retweet
2876,lgfc2,AbhijeetMonet,Retweet
2877,bullriders1,bullriders1,Tweet
2878,timpetrou,CarymaRules,Retweet
2879,TheDailySledge,TheDailySledge,Tweet
2880,UGresearch_sci,CarymaRules,Retweet
2881,CrazyCatLady138,westcoastmom,Retweet
2882,JonOsborne79,JonOsborne79,Tweet
2883,camillelaguire,AbhijeetMonet,Retweet
2884,wayneborean,AbhijeetMonet,Retweet
2885,WittaTwitta,WittaTwitta,Tweet
2886,lindajaniebrou1,lindajaniebrou1,Tweet
2887,jsmith9999992,jsmith9999992,Tweet
2888,EricOlson18,CarymaRules,Retweet
2889,sweetmadamblack,CarymaRules,Retweet
2890,tkmdonnelly,CarymaRules,Retweet
2891,RightIsWrong5,RightIsWrong5,Tweet
2892,BlackPowder71,CarymaRules,Retweet
2893,klutz47,klutz47,Tweet
2894,NadineNonny,CarymaRules,Retweet
2895,FoodForFiends,CarymaRules,Retweet
2896,sweetmadamblack,CarymaRules,Retweet
2897,_HighArt_,kokopuff16,Retweet
2898,Matt18548209,CarymaRules,Retweet
2899,Jasathome1,epaultaylor,Retweet
2900,Manitowan,Manitowan,Tweet
2901,mark_melbin,mark_melbin,Tweet
2902,mark_melbin,mark_melbin,Tweet
2903,mark_melbin,mark_melbin,Tweet
2904,westcoastmom,westcoastmom,Tweet
2905,Remember010621,Remember010621,Tweet
2906,WittaTwitta,WittaTwitta,Tweet
2907,stephhaaniiiee,stephhaaniiiee,Tweet
2908,bigmikeofportl1,bigmikeofportl1,Tweet
2909,gardengnome22,gardengnome22,Tweet
2910,mark_melbin,mark_melbin,Tweet
2911,KenSmith001,WiseWmn,Retweet
2912,KenSmith001,CarymaRules,Retweet
2913,getradified,CarymaRules,Retweet
2914,rmalik91,CarymaRules,Retweet
2915,Speak4Tomorrow,Speak4Tomorrow,Tweet
2916,wavetossed,CarymaRules,Retweet
2917,shockadelicaust,Dean75737901,Retweet
2918,Frazzling,ElkeBabiuk,Retweet
2919,wendyleslie121,colonelhogans,Retweet
2920,lgfc2,lgfc2,Tweet
2921,mcnicoll_craig,CarymaRules,Retweet
2922,Moms_a_fan,CarymaRules,Retweet
2923,ashkatgnl,ashkatgnl,Tweet
2924,LastWave_,LastWave_,Tweet
2925,duhfabman,ujjaldosanjh,Retweet
2926,ujjaldosanjh,ujjaldosanjh,Tweet
2927,TSchmittty,cjanerosse,Retweet
2928,DenfordCox,jake_sisko,Retweet
2929,jake_sisko,jake_sisko,Tweet
2930,BillRobertson_,BillRobertson_,Tweet
2931,gardengnome22,gardengnome22,Retweet
2932,gardengnome22,gardengnome22,Tweet
2933,Gonzothefacey,CarymaRules,Retweet
2934,mark_melbin,mark_melbin,Tweet
2935,DawgCap,DawgCap,Tweet
2936,frawsy2010,CarymaRules,Retweet
2937,mark_melbin,mark_melbin,Tweet
2938,Chaudary_gaurav,CarymaRules,Retweet
2939,dianneathome,epaultaylor,Retweet
2940,sharkaiju,CarymaRules,Retweet
2941,thorsdreamgirl,Food_Nomad,Retweet
2942,comedynewyork,comedynewyork,Tweet
2943,oscillott,CarymaRules,Retweet
2944,NullBadge,CarymaRules,Retweet
2945,CactusGipsy,redheadednomad,Retweet
2946,tarincomd,tarincomd,Tweet
2947,RedPeriodismoMx,TheDailySledge,Retweet
2948,DariaBilowus,DariaBilowus,Tweet
2949,NjmhjtkPope,billygee12,Retweet
2950,darkcanadadays,CarymaRules,Retweet
2951,LogosContinuus,LogosContinuus,Tweet
2952,epaultaylor,epaultaylor,Tweet
2953,hed3393,CarymaRules,Retweet
2954,EmillennialJane,CarymaRules,Retweet
2955,cjanerosse,cjanerosse,Tweet
2956,encoreunpeuplus,CarymaRules,Retweet
2957,SHEwhoMUSTbeHRD,redheadednomad,Retweet
2958,cjanerosse,cjanerosse,Tweet
2959,PartTimeHobo,CarymaRules,Retweet
2960,Lyman_Smith,Lyman_Smith,Tweet
2961,wakeupto2021,wakeupto2021,Tweet
2962,rcubed17,Cutter_the_1st,Retweet
2963,Eschelle,pqpolitics,Retweet
2964,Garage_Floor,akadialog,Retweet
2965,JohnBla81125962,CarymaRules,Retweet
2966,TDinnie,TDinnie,Tweet
2967,SheWasAsking4It,SheWasAsking4It,Tweet
2968,thejennyb75,CarymaRules,Retweet
2969,Rstowitts,Rstowitts,Tweet
2970,torontocrockett,redheadednomad,Retweet
2971,mark_melbin,mark_melbin,Tweet
2972,sinclair_geoff,ujjaldosanjh,Retweet
2973,yeg2yvrMedic,ujjaldosanjh,Retweet
2974,TrentCanDream,roguechimp99,Retweet
2975,ubcvancouverliu,CarymaRules,Retweet
2976,marsgroves,CarymaRules,Retweet
2977,TheDailySledge,TheDailySledge,Tweet
2978,MrAnonimoNegro,MrAnonimoNegro,Tweet
2979,GeekyB_28,GeekyB_28,Tweet
2980,kjohnsob,ujjaldosanjh,Retweet
2981,guitarlo,guitarlo,Tweet
2982,dan_kahraman,CarymaRules,Retweet
2983,AlexrealtorFl1,AlexrealtorFl1,Tweet
2984,keithbaldrey,ujjaldosanjh,Retweet
2985,ntreallyhuman,CarymaRules,Retweet
2986,sagezza2,highness64,Retweet
2987,MLuvzyuh,MLuvzyuh,Tweet
2988,1TuMNepHaceS,1TuMNepHaceS,Tweet
2989,tomfletcherbc,ujjaldosanjh,Retweet
2990,Tintie4,timethief,Retweet
2991,MarieAilquawatc,CarymaRules,Retweet
2992,viralvideovlogs,wqbelle,Retweet
2993,GrandpaStump,GrandpaStump,Tweet
2994,____Kay_______,ujjaldosanjh,Retweet
2995,RoroP711,AbhijeetMonet,Retweet
2996,ScottBeadle23,ScottBeadle23,Tweet
2997,stanleyward90,mark_melbin,Retweet
2998,highness64,highness64,Tweet
2999,Soph918,CarymaRules,Retweet
3000,katylied67,redwhiskeypete,Retweet
3001,gordonmurry,JunelleW,Retweet
3002,mecuencal,epaultaylor,Retweet
3003,HarbingerofDea3,RandomSecretary,Retweet
3004,RobertMLGibb1,CarymaRules,Retweet
3005,spookybun,roguechimp99,Retweet
3006,roguechimp99,roguechimp99,Tweet
3007,WalkinRobinL,RandomSecretary,Retweet
3008,mark_melbin,mark_melbin,Tweet
3009,JohnSmi75840379,Mohamme09073545,Retweet
3010,RandomSecretary,RandomSecretary,Tweet
3011,emma_campbell14,CarymaRules,Retweet
3012,JunelleW,JunelleW,Tweet
3013,WestcottCraig,CarymaRules,Retweet
3014,KVEEOK,CarymaRules,Retweet
3015,LarLafren,CarymaRules,Retweet
3016,trainspeedhump,WittaTwitta,Retweet
3017,amydevitt,CarymaRules,Retweet
3018,Kherm89,kokopuff16,Retweet
3019,CecileW00870345,CarymaRules,Retweet
3020,312shelly3,CarymaRules,Retweet
3021,cscviews,colonelhogans,Retweet
3022,Mac20700815Owl,Mac20700815Owl,Tweet
3023,ZazOrange,ZazOrange,Tweet
3024,LastWave_,LastWave_,Tweet
3025,irwinosteopathy,MarikaSboros,Retweet
3026,BadDadReviews,BadDadReviews,Tweet
3027,billdinYEG,ujjaldosanjh,Retweet
3028,MarikaSboros,MarikaSboros,Tweet
3029,LastWave_,LastWave_,Tweet
3030,wise_project,KKorncob,Retweet
3031,viralvideovlogs,wqbelle,Retweet
3032,Flippy33760140,Flippy33760140,Tweet
3033,RoyanWg,colonelhogans,Retweet
3034,itsallfakeyo,itsallfakeyo,Tweet
3035,CuriePeach,CarymaRules,Retweet
3036,caf_goodness,caf_goodness,Tweet
3037,thing_just1,thing_just1,Tweet
3038,alohafreedomco,alohafreedomco,Tweet
3039,jake_sisko,jake_sisko,Retweet
3040,ElaineM11584892,colonelhogans,Retweet
3041,littledevil6663,littledevil6663,Tweet
3042,Tav_Fox,CarymaRules,Retweet
3043,usanorthcoast,Flippy33760140,Retweet
3044,quentincoyote,CarymaRules,Retweet
3045,bbardswich,bbardswich,Tweet
3046,David_W_Gordon,ujjaldosanjh,Retweet
3047,heidiEC5,Flippy33760140,Retweet
3048,realcooldaddio,realcooldaddio,Tweet
3049,CoachPerry59,ujjaldosanjh,Retweet
3050,RBJRON,colonelhogans,Retweet
3051,Flippy33760140,Flippy33760140,Tweet
3052,thing_just1,thing_just1,Tweet
3053,OhhaiHeather,CarymaRules,Retweet
3054,KerryThomason10,ujjaldosanjh,Retweet
3055,CaligirlLeftie,BobSmith4152,Retweet
3056,MrPotat52748843,MrPotat52748843,Tweet
3057,101factchecker,101factchecker,Tweet
3058,AllianceDerrick,ujjaldosanjh,Retweet
3059,TaylorS11264605,TaylorS11264605,Tweet
3060,tarsins,tarsins,Tweet
3061,mark_melbin,mark_melbin,Tweet
3062,viralvideovlogs,wqbelle,Retweet
3063,pmagn,ujjaldosanjh,Retweet
3064,MLuvzyuh,MLuvzyuh,Tweet
3065,opinionated75,CarymaRules,Retweet
3066,DrSpockets,CarymaRules,Retweet
3067,JollyrogerCana1,youreatreat,Retweet
3068,joadomeit,CarymaRules,Retweet
3069,Mac20700815Owl,Mac20700815Owl,Tweet
3070,CharlesDeschen1,CarymaRules,Retweet
3071,Vanished00One,Vanished00One,Tweet
3072,JustmeAnybody,EatsFood2,Retweet
3073,Clint_ZA,Clint_ZA,Tweet
3074,TheDailySledge,TheDailySledge,Tweet
3075,littlebdog1,littlebdog1,Tweet
3076,KateriAkiwenzie,CarymaRules,Retweet
3077,GShippey45,GShippey45,Tweet
3078,relentlesslight,relentlesslight,Tweet
3079,jvitorino,jvitorino,Tweet
3080,BandeleGaniyu,BandeleGaniyu,Tweet
3081,bbardswich,bbardswich,Tweet
3082,mark_melbin,mark_melbin,Tweet
3083,MrPotat52748843,MrPotat52748843,Tweet
3084,bbardswich,bbardswich,Tweet
3085,AGreatCapture,AGreatCapture,Tweet
3086,DesignerErica27,DesignerErica27,Tweet
3087,ntreallyhuman,CarymaRules,Retweet
3088,TextbookAmI,TextbookAmI,Tweet
3089,IronBandicoot,IronBandicoot,Tweet
3090,ntreallyhuman,CarymaRules,Retweet
3091,Ravbaruch,Ravbaruch,Tweet
3092,Papaschase2,CarymaRules,Retweet
3093,ManqueKanuck,CarymaRules,Retweet
3094,JohnBau72616274,PS3stacker,Retweet
3095,baimo_momo,CarymaRules,Retweet
3096,mark_melbin,mark_melbin,Tweet
3097,Bain86092379,CarymaRules,Retweet
3098,peterlewisart,peterlewisart,Tweet
3099,Madina_TJ,CarymaRules,Retweet
3100,ViResist,CarymaRules,Retweet
3101,calvinkholsclaw,calvinkholsclaw,Tweet
3102,mark_melbin,mark_melbin,Tweet
3103,AUSGFF,AUSGFF,Retweet
3104,CraigMckraken,CarymaRules,Retweet
3105,lambk,CarymaRules,Retweet
3106,miloucomehome,CarymaRules,Retweet
3107,deasach,CarymaRules,Retweet
3108,takebacksoup,CarymaRules,Retweet
3109,Dawn_One,Dawn_One,Tweet
3110,Joyuslyfly,roguechimp99,Retweet
3111,MichaelSpring17,kfm52,Retweet
3112,WittaTwitta,WittaTwitta,Tweet
3113,kfm52,kfm52,Tweet
3114,rufino_amor,rufino_amor,Tweet
3115,Yoiome,Yoiome,Tweet
3116,ZipNadaZeroBox,BandeleGaniyu,Retweet
3117,4Tchat,footwisdom,Retweet
3118,TheReal_UB,TheReal_UB,Tweet
3119,old_journo,WittaTwitta,Retweet
3120,InfoWARZ2021,JamesJCarter5,Retweet
3121,old_journo,tmccull603,Retweet
3122,viralvideovlogs,McLoughlinPost,Retweet
3123,McLoughlinPost,McLoughlinPost,Tweet
3124,4Tchat,JamesJCarter5,Retweet
3125,kencontreraas,CheesyAllie,Retweet
3126,footwisdom,footwisdom,Tweet
3127,pqpolitics,pqpolitics,Tweet
3128,adenozin4,adenozin4,Tweet
3129,welcomesoso7,redheadednomad,Retweet
3130,ntreallyhuman,jake_sisko,Retweet
3131,TodMoore3,napalmnacey,Retweet
3132,WittaTwitta,WittaTwitta,Tweet
3133,ScuseWot,ScuseWot,Tweet
