,tweet_id,type,reference_tweet_id
1288,1489704908303568904,retweeted,1489618893186478083
1289,1489704895561097217,retweeted,1489618893186478083
1290,1489704811234828291,retweeted,1489680019760848904
1291,1489704800153661441,retweeted,1489618893186478083
1292,1489704783409786883,retweeted,1489620812822892546
1293,1489704777990778880,retweeted,1489618893186478083
1294,1489704771783118856,retweeted,1489680019760848904
1295,1489704769883185162,retweeted,1489646981047885824
1296,1489704670385909760,retweeted,1489689231245123588
1297,1489704658436341760,retweeted,1489618893186478083
1298,1489704620788051969,retweeted,1489352444115132422
1299,1489704605802020868,retweeted,1489620812822892546
1300,1489704602048028672,retweeted,1489700489012912129
1301,1489704507609128960,retweeted,1489618893186478083
1302,1489704487145160705,retweeted,1489618893186478083
1303,1489704458548350979,retweeted,1489680019760848904
1304,1489704395633795075,retweeted,1489700489012912129
1305,1489704279938109444,retweeted,1489308485766418432
1306,1489704270496632832,retweeted,1489464078984613889
1307,1489704256567332867,retweeted,1489618893186478083
1308,1489704245217697799,retweeted,1489618893186478083
1309,1489704187919220738,retweeted,1489417041048227840
1310,1489704152288559111,retweeted,1489618893186478083
1311,1489704103286652934,retweeted,1489417041048227840
1312,1489704048127324161,retweeted,1489700489012912129
1313,1489703970008354816,retweeted,1489680019760848904
1314,1489703919949385743,retweeted,1489700489012912129
1315,1489703896553607170,retweeted,1489700489012912129
1316,1489703880279703560,retweeted,1489618893186478083
1317,1489703868074270721,retweeted,1489700489012912129
1318,1489703767918399496,retweeted,1489700489012912129
1319,1489703751657132040,retweeted,1489618893186478083
1320,1489703590671355914,retweeted,1489700489012912129
1321,1489703548900282369,retweeted,1489700489012912129
1322,1489703539169538049,retweeted,1489680019760848904
1323,1489703275108737024,retweeted,1489618893186478083
1324,1489703250903416833,retweeted,1489680019760848904
1325,1489703051988508676,retweeted,1489618893186478083
1326,1489702908643971074,retweeted,1489680019760848904
1327,1489702855728455680,retweeted,1489618893186478083
1328,1489702824233639936,retweeted,1489620812822892546
1329,1489702735846858754,quoted,1489642495214563332
1330,1489720367036133377,retweeted,1485520436930965506
1331,1489720363080630278,retweeted,1489700489012912129
1332,1489720286375251977,retweeted,1489618893186478083
1333,1489720097572855816,retweeted,1489700489012912129
1334,1489720054275002369,retweeted,1489700489012912129
1335,1489720048285536259,retweeted,1489618893186478083
1336,1489720034167377922,retweeted,1489715956410585090
1337,1489719862989578253,retweeted,1489706177286004741
1338,1489719643166101507,retweeted,1489680019760848904
1339,1489719455877931016,retweeted,1489715956410585090
1340,1489719294761914369,retweeted,1489618893186478083
1341,1489719286377549826,retweeted,1489652400491278345
1342,1489719252428939267,retweeted,1489680019760848904
1343,1489719037202468868,retweeted,1489680019760848904
1344,1489719024611123205,retweeted,1489618893186478083
1345,1489718878062190603,retweeted,1489715956410585090
1346,1489718839558377474,replied_to,1489601829889396741
1347,1489718823808684039,retweeted,1489715956410585090
1348,1489718811137695744,retweeted,1489715956410585090
1349,1489718802837393417,retweeted,1489618893186478083
1350,1489718792183820295,retweeted,1489700489012912129
1351,1489718777612754947,retweeted,1489618893186478083
1352,1489718746319097864,retweeted,1489398509493276679
1353,1489718566848897025,quoted,1489584597348331534
1354,1489718502445490176,retweeted,1489618893186478083
1355,1489718193392336907,retweeted,1489464078984613889
1356,1489718179320455179,retweeted,1489715956410585090
1357,1489718107497119744,retweeted,1489417041048227840
1358,1489718017906954241,retweeted,1489618893186478083
1359,1489717897815412736,retweeted,1489706177286004741
1360,1489717767355834368,retweeted,1489620812822892546
1361,1489717731821768711,retweeted,1489688140294103049
1362,1489717690944032770,retweeted,1489700489012912129
1363,1489717646115446794,retweeted,1489706177286004741
1364,1489717590037516290,retweeted,1489680019760848904
1365,1489717565853093890,retweeted,1489715956410585090
1366,1489717534798630924,retweeted,1489717425390166023
1367,1489717512803606533,retweeted,1489618893186478083
1368,1489717464975949827,retweeted,1489618893186478083
1369,1489717359841529864,retweeted,1489715956410585090
1370,1489717279491297280,retweeted,1489618893186478083
1371,1489717277025083400,retweeted,1489618893186478083
1372,1489717260864434179,retweeted,1489715956410585090
1373,1489717161744609287,retweeted,1489680019760848904
1374,1489735490295287808,retweeted,1489709465809174531
1375,1489735434120818690,quoted,1489727975386148864
1376,1489735406916616194,retweeted,1489734121882587144
1377,1489735391993384963,retweeted,1489618893186478083
1378,1489735318911827970,retweeted,1489308485766418432
1379,1489735312561557506,retweeted,1489620812822892546
1380,1489735300645593098,retweeted,1489618893186478083
1381,1489735256722661377,retweeted,1489618893186478083
1382,1489735144286171138,retweeted,1489734909455482885
1383,1489735091861475336,retweeted,1489618893186478083
1384,1489735050950238210,retweeted,1489618893186478083
1385,1489735005538754562,replied_to,1489734942586454016
1386,1489734877025124356,retweeted,1489706177286004741
1387,1489734806732689417,retweeted,1489725796855988224
1388,1489734776592420866,retweeted,1489618893186478083
1389,1489734691188051968,retweeted,1489734121882587144
1390,1489734682098868225,retweeted,1489734121882587144
1391,1489734663014961158,retweeted,1489734121882587144
1392,1489734615464087556,replied_to,1489576461828771841
1393,1489734610082697218,retweeted,1489658869471191049
1394,1489734500942680065,retweeted,1488918533295808513
1395,1489734376996978688,retweeted,1489734121882587144
1396,1489734304179507201,retweeted,1489618893186478083
1397,1489734202773884928,retweeted,1489734121882587144
1398,1489734202127962114,retweeted,1489618893186478083
1399,1489734186768355330,retweeted,1489618893186478083
1400,1489734044506075141,retweeted,1489720322706268162
1401,1489733747578707971,retweeted,1489729208955940871
1402,1489733558910525449,retweeted,1489649443867607045
1403,1489733457148325892,retweeted,1489620812822892546
1404,1489733438479515656,retweeted,1489618893186478083
1405,1489733313623248897,retweeted,1489618893186478083
1406,1489733239304556544,retweeted,1489618893186478083
1407,1489733208509800450,retweeted,1489673749867683844
1408,1489733144903360514,quoted,1489368664713592835
1409,1489733106005254148,retweeted,1489673956399493121
1410,1489733076787904512,retweeted,1489729208955940871
1411,1489733022870032395,retweeted,1489618893186478083
1412,1489732936190550019,retweeted,1489700489012912129
1413,1489732830267645967,retweeted,1466790424274681863
1414,1489732796352323585,retweeted,1489707920300326918
1415,1489732706271313922,retweeted,1489618893186478083
1416,1489750592876539905,retweeted,1489749831446847490
1417,1489750566989275136,retweeted,1489618893186478083
1418,1489750504934678535,retweeted,1489749831446847490
1419,1489750455064285187,retweeted,1489749831446847490
1420,1489750380724502530,quoted,1489729295320862725
1421,1489750366224887809,retweeted,1489743932040925187
1422,1489750352698114053,retweeted,1489749831446847490
1423,1489750222276341760,retweeted,1489748044526592009
1424,1489750123106107393,retweeted,1489483282542522369
1425,1489749987290271744,retweeted,1489618893186478083
1426,1489749901886042117,retweeted,1489618893186478083
1427,1489749859527761922,retweeted,1489743932040925187
1428,1489749855794872320,retweeted,1489749295012143109
1429,1489749831446847490,quoted,1489678802074669066
1430,1489749824450830349,retweeted,1489746818661588993
1431,1489749421134954496,retweeted,1489717514456215553
1432,1489749362842513410,retweeted,1489618893186478083
1433,1489749322354896899,retweeted,1489743932040925187
1434,1489749305137192961,retweeted,1489743932040925187
1435,1489749304457654272,quoted,1489737222165250051
1436,1489749295012143109,quoted,1489744620884054017
1437,1489749289043742726,retweeted,1489739110713602055
1438,1489749269296865287,retweeted,1489742931342864387
1439,1489749222803099662,retweeted,1489746818661588993
1440,1489749215890882560,retweeted,1489618893186478083
1441,1489749204151025670,retweeted,1489743932040925187
1442,1489749180952231938,quoted,1489744286094696449
1443,1489748991579410435,retweeted,1489618893186478083
1444,1489748939226198016,replied_to,1489746472216059913
1445,1489748863606919168,quoted,1489745456171466752
1446,1489748824574906369,retweeted,1489618893186478083
1447,1489748778336796672,retweeted,1489618893186478083
1448,1489748590457200647,retweeted,1489748044526592009
1449,1489748513198120963,retweeted,1486028224245153796
1450,1489748477282291717,retweeted,1489618893186478083
1451,1489748434773065730,retweeted,1489743932040925187
1452,1489748387717079041,retweeted,1489618893186478083
1453,1489748358914883585,retweeted,1489746818661588993
1454,1489748177830006785,retweeted,1489746818661588993
1455,1489748148625063938,retweeted,1489618893186478083
1456,1489748121966059525,retweeted,1489618893186478083
1457,1489748011056091137,retweeted,1489746818661588993
1458,1489747949462728706,retweeted,1489743932040925187
1459,1489747929854320645,retweeted,1488886838312022029
1460,1489747927136407556,retweeted,1489743932040925187
1461,1489765642676879362,retweeted,1489618893186478083
1462,1489765522401112064,retweeted,1489748044526592009
1463,1489765453505470465,retweeted,1489730319586455553
1464,1489765228967510018,retweeted,1489618893186478083
1465,1489765184688336903,retweeted,1489753061216165892
1466,1489765182389854211,retweeted,1489680019760848904
1467,1489765107596943364,retweeted,1489749831446847490
1468,1489764966617915395,retweeted,1489730319586455553
1469,1489764898733105152,retweeted,1489756434103427082
1470,1489764873919729668,retweeted,1489749831446847490
1471,1489764860103733254,retweeted,1489756434103427082
1472,1489764788670537731,retweeted,1489700489012912129
1473,1489764787265458178,retweeted,1489756434103427082
1474,1489764774099435521,retweeted,1489756434103427082
1475,1489764691362598919,retweeted,1489756434103427082
1476,1489764673457045504,retweeted,1489756434103427082
1477,1489764642092040198,retweeted,1489756434103427082
1478,1489764636823986178,retweeted,1489750790017277960
1479,1489764550073364484,retweeted,1489758124131205122
1480,1489764523951149062,retweeted,1489743932040925187
1481,1489764421035515910,retweeted,1489755719851196421
1482,1489764414207283214,retweeted,1489750790017277960
1483,1489764410834968579,retweeted,1489756434103427082
1484,1489764398507905029,retweeted,1489318397988917249
1485,1489764370053742593,retweeted,1489700489012912129
1486,1489764232925040642,retweeted,1489618893186478083
1487,1489764130093424640,retweeted,1489756434103427082
1488,1489764120283037704,retweeted,1489763568052543491
1489,1489764100347473921,retweeted,1489746818661588993
1490,1489764046333222916,retweeted,1489743932040925187
1491,1489764038741352448,retweeted,1489618893186478083
1492,1489763950006837248,retweeted,1489618893186478083
1493,1489763840183132165,retweeted,1489755719851196421
1494,1489763832490778636,retweeted,1489618893186478083
1495,1489763722994372610,retweeted,1489618893186478083
1496,1489763713490075652,retweeted,1489618893186478083
1497,1489763579880345600,retweeted,1489756434103427082
1498,1489763419003637760,retweeted,1489667742722629636
1499,1489763335247740929,retweeted,1489753061216165892
1500,1489763128309075972,retweeted,1489756434103427082
1501,1489763125788348423,retweeted,1489417041048227840
1502,1489763119513706503,retweeted,1489750790017277960
1503,1489762896263450627,retweeted,1489746818661588993
1504,1489762702612262915,retweeted,1489750790017277960
1505,1489762662657363968,retweeted,1489756434103427082
1506,1489762622106914821,retweeted,1489746818661588993
1507,1489762452245987328,retweeted,1489756434103427082
1508,1489780797238304773,retweeted,1489756434103427082
1509,1489780779420901377,retweeted,1489618893186478083
1510,1489780600143757314,retweeted,1489308485766418432
1511,1489780571744227329,retweeted,1489756434103427082
1512,1489780558448189446,retweeted,1489755719851196421
1513,1489780533425053699,retweeted,1489753061216165892
1514,1489780416953434116,retweeted,1489741193877590017
1515,1489780336737333250,retweeted,1489777763020165128
1516,1489780330932617220,replied_to,1489778381231370240
1517,1489780299416354821,retweeted,1489749831446847490
1518,1489780228369133574,retweeted,1489777763020165128
1519,1489780049846751232,quoted,1489740346200367104
1520,1489780044633231360,retweeted,1489779175611412482
1521,1489780015688404992,retweeted,1489618893186478083
1522,1489780009803735049,replied_to,1489666245905379328
1523,1489779862218883074,retweeted,1489417041048227840
1524,1489779767276625920,retweeted,1489779016383053824
1525,1489779759626260481,retweeted,1489746818661588993
1526,1489779292032708612,retweeted,1489779016383053824
1527,1489779206645075971,retweeted,1489618893186478083
1528,1489779175611412482,quoted,1489760948885860360
1529,1489778931792334849,retweeted,1489618893186478083
1530,1489778865996193796,retweeted,1489752347291103233
1531,1489778766700236804,retweeted,1489756434103427082
1532,1489778612790308866,retweeted,1489729208955940871
1533,1489778416954093573,retweeted,1489706177286004741
1534,1489778148623646720,retweeted,1488181284195160072
1535,1489778108756598789,retweeted,1489618893186478083
1536,1489777929932398600,retweeted,1489398509493276679
1537,1489777791264600067,retweeted,1488181284195160072
1538,1489777763020165128,quoted,1489705892404776960
1539,1489777760058982402,retweeted,1489749295012143109
1540,1489777461156098051,retweeted,1488181284195160072
1541,1489777195329282057,retweeted,1489700489012912129
1542,1489777081923866624,replied_to,1489769479789756419
1543,1489776904269807617,replied_to,1489617191070752769
1544,1489776881754947589,replied_to,1489437265843691520
1545,1489776724686426115,retweeted,1489618893186478083
1546,1489776561855291393,retweeted,1489775853710024708
1547,1489776206769795075,retweeted,1489618893186478083
1548,1489776152231047172,retweeted,1489751503455895552
1549,1489775793622470668,retweeted,1489756434103427082
1550,1489775415568871427,retweeted,1489618893186478083
1551,1489775346069262339,retweeted,1489639861187399680
1552,1489775312061747201,retweeted,1489680019760848904
1553,1489795877065703424,retweeted,1489751503455895552
1554,1489795826440355841,retweeted,1489753061216165892
1555,1489795811034677249,retweeted,1489752347291103233
1556,1489795743162544135,retweeted,1489750790017277960
1557,1489795247886544899,quoted,1489737222165250051
1558,1489795108220383233,retweeted,1489720322706268162
1559,1489795041073717249,retweeted,1489756434103427082
1560,1489794872634707968,retweeted,1489756434103427082
1561,1489794591050117129,retweeted,1489680019760848904
1562,1489794350418743296,retweeted,1489751503455895552
1563,1489794264863105025,quoted,1489787052589666304
1564,1489793920183717890,retweeted,1489620812822892546
1565,1489793460655767554,retweeted,1489680019760848904
1566,1489793403701403653,retweeted,1489793212042645505
1567,1489793212042645505,replied_to,1489786284952461312
1568,1489793190030823429,retweeted,1489618893186478083
1569,1489793093327065088,retweeted,1489618893186478083
1570,1489792760035090435,retweeted,1489618893186478083
1571,1489792674764767235,retweeted,1489749304457654272
1572,1489792574277632000,retweeted,1489308485766418432
1573,1489792549720100865,retweeted,1489700489012912129
1574,1489792520393400321,retweeted,1489756434103427082
1575,1489792506686586886,retweeted,1489734909455482885
1576,1489792326100824066,retweeted,1489680019760848904
1577,1489792167581483010,retweeted,1489790636715036672
1578,1489792115647213569,retweeted,1489756734717497345
1579,1489791924861128705,retweeted,1489680019760848904
1580,1489791686792339459,retweeted,1489753061216165892
1581,1489791401856577537,retweeted,1489788346775728132
1582,1489791049950281736,retweeted,1489750790017277960
1583,1489791007168335874,retweeted,1489618893186478083
1584,1489790944626950144,replied_to,1489787489694859265
1585,1489790778159288321,retweeted,1489756434103427082
1586,1489790669115830272,retweeted,1489706177286004741
1587,1489790619421908994,quoted,1489394197115330561
1588,1489790362084417536,retweeted,1489680019760848904
1589,1489790351153909761,quoted,1489789477719617536
1590,1489790227531145221,retweeted,1489750790017277960
1591,1489790216101666816,replied_to,1489621758239985666
1592,1489790019992801284,retweeted,1489756434103427082
1593,1489789835590217731,quoted,1488983586476806145
1594,1489789769970171904,retweeted,1489771698073260032
1595,1489789602563084297,retweeted,1489751503455895552
1596,1489789480059891712,retweeted,1489750790017277960
1597,1489789423847944204,retweeted,1489618893186478083
1598,1489811010051575810,retweeted,1489777763020165128
1599,1489811004389302280,retweeted,1489793212042645505
1600,1489810802546774018,retweeted,1489308485766418432
1601,1489810793205878785,retweeted,1489618893186478083
1602,1489810469796052994,retweeted,1489750790017277960
1603,1489810144615612421,retweeted,1489417041048227840
1604,1489810101242376192,retweeted,1489755719851196421
1605,1489810070712037380,retweeted,1489458453584228355
1606,1489810037505626113,retweeted,1489618893186478083
1607,1489809844823543814,retweeted,1489793212042645505
1608,1489809718344257536,retweeted,1489753061216165892
1609,1489809476400132099,retweeted,1489753061216165892
1610,1489809430686351367,quoted,1489785999412666368
1611,1489808732775194624,retweeted,1489750790017277960
1612,1489808405174751232,retweeted,1489706177286004741
1613,1489808314192039941,replied_to,1489676097948196871
1614,1489807949887270913,retweeted,1489618893186478083
1615,1489807842525822977,retweeted,1489701338837655555
1616,1489807663517077504,retweeted,1489779016383053824
1617,1489807431119130625,retweeted,1489750790017277960
1618,1489807316232904704,retweeted,1489750790017277960
1619,1489807254484361216,retweeted,1489618893186478083
1620,1489807116110123014,retweeted,1489739110713602055
1621,1489806574679826432,retweeted,1489417041048227840
1622,1489806573752967172,retweeted,1489680019760848904
1623,1489806556099186691,retweeted,1489756434103427082
1624,1489806462968807426,retweeted,1489801031106007041
1625,1489806393230176259,retweeted,1489308485766418432
1626,1489806379489628162,retweeted,1489618893186478083
1627,1489806130360381443,quoted,1489799797662003208
1628,1489806099373076480,retweeted,1489606999511814150
1629,1489806051583172610,retweeted,1489618893186478083
1630,1489806046667411456,retweeted,1489806039256121344
1631,1489805967566934019,retweeted,1489618893186478083
1632,1489805695151226884,retweeted,1489781927468957699
1633,1489805658212175872,retweeted,1489734909455482885
1634,1489805398559248387,retweeted,1489308485766418432
1635,1489805289247416326,retweeted,1489794771975426050
1636,1489805252446597124,retweeted,1478563116439023616
1637,1489805219722514432,retweeted,1489618893186478083
1638,1489805207831678977,retweeted,1489805020153335810
1639,1489805173534781442,retweeted,1489417041048227840
1640,1489805020153335810,quoted,1489670517598539780
1641,1489804884085989378,retweeted,1489756434103427082
1642,1489825818549563392,replied_to,1489762296318824448
1643,1489825757404614660,retweeted,1489618893186478083
1644,1489825677461360641,retweeted,1489746818661588993
1645,1489825583517159428,retweeted,1489618893186478083
1646,1489825441397497858,retweeted,1489725796855988224
1647,1489824800201715712,retweeted,1489618893186478083
1648,1489824652331560962,retweeted,1489680019760848904
1649,1489823341552746499,retweeted,1489618893186478083
1650,1489823311790022660,retweeted,1489458453584228355
1651,1489823255191977984,retweeted,1489465953448599559
1652,1489823187005485056,replied_to,1489797709674729473
1653,1489823065563295749,retweeted,1489618893186478083
1654,1489822829541396481,retweeted,1489756434103427082
1655,1489822543196278786,replied_to,1489775868566073347
1656,1489822230402019330,replied_to,1489766235323699206
1657,1489822195916357633,retweeted,1489750790017277960
1658,1489822165352337413,retweeted,1489618893186478083
1659,1489821797260345345,retweeted,1489752347291103233
1660,1489821687130439682,retweeted,1402788965543931905
1661,1489821662606286853,retweeted,1489752347291103233
1662,1489821618838773763,retweeted,1489753061216165892
1663,1489821511187845123,retweeted,1485673325401710598
1664,1489821241284325385,retweeted,1489753061216165892
1665,1489821154915192832,retweeted,1489755719851196421
1666,1489821136418398214,retweeted,1489308485766418432
1667,1489820823334490112,retweeted,1489750790017277960
1668,1489820695496253443,retweeted,1489750790017277960
1669,1489820657793654785,quoted,1489750790017277960
1670,1489820397512101889,retweeted,1489308485766418432
1671,1489820344722804736,replied_to,1489814491495809024
1672,1489820333905526784,replied_to,1489772506269556737
1673,1489820197691138055,retweeted,1489756434103427082
1674,1489819993218985987,retweeted,1489458453584228355
1675,1489819943688454146,retweeted,1489818298825023491
1676,1489819694102200320,retweeted,1489680019760848904
1677,1489819487784165381,retweeted,1489618893186478083
1678,1489819332003704833,retweeted,1489618893186478083
1679,1489819321010319366,retweeted,1489618893186478083
1680,1489819151761874944,retweeted,1489753061216165892
1681,1489818777323769861,replied_to,1489818770130587650
1682,1489818770130587650,replied_to,1489818607961915394
1683,1489818683715248128,retweeted,1489793212042645505
1684,1489818607961915394,replied_to,1489818599766347778
1685,1489818599766347778,replied_to,1489818576395640838
1686,1489818570175488001,replied_to,1489818441636847618
1687,1489818538659434496,replied_to,1489743869642117120
1688,1489818487157665953,retweeted,1489618893186478083
1689,1489818441636847618,replied_to,1489818298825023491
1690,1489818298825023491,replied_to,1489818291187208193
1691,1489841084679299072,retweeted,1489376836589084681
1692,1489840802973028354,retweeted,1489832307729043459
1693,1489840637381804034,retweeted,1489797520603582467
1694,1489839739540754437,retweeted,1489836015896473600
1695,1489839707680874496,retweeted,1489833723348537345
1696,1489839581600047106,retweeted,1489817562506539008
1697,1489839570065756165,retweeted,1489756434103427082
1698,1489839355959074817,retweeted,1489756434103427082
1699,1489839341769687043,retweeted,1489832307729043459
1700,1489839260807143429,retweeted,1489832708511395844
1701,1489838673210200066,retweeted,1489833723348537345
1702,1489838350307676162,retweeted,1489295037967978497
1703,1489838248872615939,retweeted,1489756434103427082
1704,1489836672749608964,replied_to,1489834738927943682
1705,1489836457879552000,retweeted,1489832307729043459
1706,1489836233274494976,retweeted,1489836015896473600
1707,1489835953443069953,retweeted,1489832307729043459
1708,1489835603088842753,retweeted,1489618893186478083
1709,1489835013747003397,retweeted,1489827929370488838
1710,1489834967421136896,retweeted,1489832307729043459
1711,1489834698457112578,retweeted,1489833723348537345
1712,1489834658292404227,retweeted,1489618893186478083
1713,1489834530353692681,retweeted,1489833723348537345
1714,1489834458274578436,retweeted,1489833723348537345
1715,1489833893670830083,retweeted,1489756434103427082
1716,1489833380023656451,retweeted,1489756434103427082
1717,1489833305121853441,retweeted,1489827494077222913
1718,1489833136829521920,retweeted,1489753061216165892
1719,1489833006659358721,retweeted,1489832307729043459
1720,1489832758507716612,retweeted,1489753061216165892
1721,1489832708511395844,quoted,1489728591915016198
1722,1489832514571153413,retweeted,1489308485766418432
1723,1489831972281012224,retweeted,1489827494077222913
1724,1489831460651823104,quoted,1489815952464433152
1725,1489831292761956354,quoted,1488137507808157700
1726,1489830860815671296,retweeted,1489618893186478083
1727,1489830837780721665,retweeted,1489750790017277960
1728,1489830747015983104,retweeted,1489748044526592009
1729,1489830570096054276,retweeted,1489356788663267338
1730,1489830554107273220,retweeted,1489755719851196421
1731,1489830336993402883,retweeted,1489725796855988224
1732,1489856064442929154,retweeted,1489841558316883970
1733,1489855748733485059,retweeted,1489832307729043459
1734,1489855710074933251,retweeted,1489756434103427082
1735,1489854421148200963,retweeted,1489666950179426307
1736,1489854025994547202,retweeted,1489845909114531842
1737,1489853636217819139,retweeted,1489700489012912129
1738,1489853295111852034,retweeted,1489853081131143172
1739,1489853228598673408,retweeted,1489843358583427072
1740,1489853081131143172,replied_to,1489730974653067271
1741,1489852532478390273,retweeted,1489841558316883970
1742,1489852454682476546,retweeted,1489843358583427072
1743,1489852250734350339,retweeted,1489843961481023489
1744,1489852085533396995,retweeted,1489843961481023489
1745,1489851833602482179,retweeted,1489680019760848904
1746,1489851627544612866,retweeted,1489845909114531842
1747,1489851555524272133,retweeted,1489843961481023489
1748,1489851527556583430,retweeted,1489832307729043459
1749,1489851165122650112,retweeted,1489845909114531842
1750,1489850909417000961,retweeted,1489843961481023489
1751,1489850780165316609,retweeted,1489618893186478083
1752,1489850683469742083,retweeted,1489680019760848904
1753,1489850567136624640,retweeted,1433760568284962858
1754,1489849997201862656,retweeted,1489756734717497345
1755,1489849646537232385,retweeted,1489845909114531842
1756,1489849551737470981,retweeted,1489845909114531842
1757,1489848814529695744,retweeted,1489618893186478083
1758,1489848408147992578,retweeted,1489841558316883970
1759,1489848391785873408,retweeted,1489832307729043459
1760,1489848295241687043,quoted,1489846903424847872
1761,1489848254376390657,retweeted,1489845909114531842
1762,1489847915598258176,retweeted,1489845909114531842
1763,1489847821696131075,retweeted,1489846940246454274
1764,1489847765408653312,retweeted,1489618893186478083
1765,1489847590636056579,retweeted,1489845909114531842
1766,1489847462202200065,retweeted,1489846940246454274
1767,1489847259688747010,retweeted,1489845909114531842
1768,1489847197294379008,retweeted,1489846940246454274
1769,1489847047511416837,retweeted,1489845909114531842
1770,1489846995955204096,retweeted,1489756434103427082
1771,1489846966355959812,retweeted,1489845909114531842
1772,1489846912995971076,retweeted,1489843358583427072
1773,1489846801721184257,retweeted,1489843961481023489
1774,1489846728077582336,retweeted,1489843358583427072
1775,1489846713212882951,retweeted,1489692382908272641
1776,1489846457825849344,retweeted,1489618893186478083
1777,1489846313499779077,retweeted,1489843358583427072
1778,1489871401720983560,retweeted,1489843358583427072
1779,1489871304987594754,retweeted,1489700489012912129
1780,1489871266341220352,retweeted,1489734121882587144
1781,1489871238390558722,retweeted,1489843961481023489
1782,1489871162142302213,quoted,1489812505023111170
1783,1489871106123075587,retweeted,1489700489012912129
1784,1489870931073941505,retweeted,1489841558316883970
1785,1489870781232427009,replied_to,1489870025649528832
1786,1489870384358993920,retweeted,1489832307729043459
1787,1489870255086309379,retweeted,1489869945987125255
1788,1489870249507934209,retweeted,1489858837666574338
1789,1489870047845703686,retweeted,1489862441089523713
1790,1489869913577693184,retweeted,1489863876845969409
1791,1489869785621942273,retweeted,1489308485766418432
1792,1489869531761811456,retweeted,1489866179976089600
1793,1489869471439273987,retweeted,1489866179976089600
1794,1489868791089700867,retweeted,1489866179976089600
1795,1489868260686262272,retweeted,1489862441089523713
1796,1489867931324502020,retweeted,1489866179976089600
1797,1489867676872843264,retweeted,1489417041048227840
1798,1489867661374672897,retweeted,1489866179976089600
1799,1489867555045007362,retweeted,1489866179976089600
1800,1489867552188731392,replied_to,1489866179976089600
1801,1489867328628035588,retweeted,1489862441089523713
1802,1489867088847982597,retweeted,1489862441089523713
1803,1489866659061907457,retweeted,1489866179976089600
1804,1489865742417895427,retweeted,1489618893186478083
1805,1489865643352465408,retweeted,1489862441089523713
1806,1489865622448082946,retweeted,1489863876845969409
1807,1489865168570003459,retweeted,1489862441089523713
1808,1489865093059780613,retweeted,1489786417676881921
1809,1489864788595277827,retweeted,1489843358583427072
1810,1489864384595828737,retweeted,1489618893186478083
1811,1489864354979852291,retweeted,1489863876845969409
1812,1489864336235548673,retweeted,1489817562506539008
1813,1489864201661128715,retweeted,1489750790017277960
1814,1489864155079364609,retweeted,1489862441089523713
1815,1489863921544699910,retweeted,1489862441089523713
1816,1489863770801205248,retweeted,1489858837666574338
1817,1489863568623296513,retweeted,1489858837666574338
1818,1489886425088729092,quoted,1489737222165250051
1819,1489885472516104192,retweeted,1489882696058748929
1820,1489885446037393410,retweeted,1489882696058748929
1821,1489884740853575680,quoted,1489880157921832963
1822,1489884450443780100,retweeted,1489858837666574338
1823,1489884083756826628,retweeted,1489308485766418432
1824,1489884054333755392,retweeted,1489618893186478083
1825,1489883837224083457,quoted,1489879265919131651
1826,1489883576892071936,retweeted,1489618893186478083
1827,1489882952955838467,retweeted,1489878045016170505
1828,1489882503410290698,retweeted,1489336480648642561
1829,1489882377430183950,retweeted,1489618893186478083
1830,1489882323919446016,retweeted,1489881849002299392
1831,1489882114262810625,retweeted,1489858837666574338
1832,1489882109581791232,retweeted,1489878045016170505
1833,1489881905550045185,quoted,1489382386802561029
1834,1489881849002299392,quoted,1489866115555553284
1835,1489881760485842944,retweeted,1489880190813626372
1836,1489881624334323712,retweeted,1489880190813626372
1837,1489881498799026177,retweeted,1489878045016170505
1838,1489881110284800006,retweeted,1489880190813626372
1839,1489881072070500352,retweeted,1489880190813626372
1840,1489880916193255427,replied_to,1489652561669935104
1841,1489880781505933316,retweeted,1489862441089523713
1842,1489880505499725826,retweeted,1489877862974898178
1843,1489880156638490626,retweeted,1489869945987125255
1844,1489880114812923907,quoted,1489761722114084864
1845,1489880000379736072,retweeted,1489841558316883970
1846,1489879793227255811,quoted,1489592337487519748
1847,1489878853082390531,replied_to,1489874135773765634
1848,1489878490799173634,retweeted,1489618893186478083
1849,1489878469790023690,retweeted,1489858837666574338
1850,1489877436200361984,quoted,1489325201645002760
1851,1489876926286254083,retweeted,1489862441089523713
1852,1489876305373908992,retweeted,1489607111663407104
1853,1489876152801894401,retweeted,1489318397988917249
1854,1489875887319310345,retweeted,1489477610887331841
1855,1489875683111313410,retweeted,1489862441089523713
1856,1489875564341051395,retweeted,1489862441089523713
1857,1489875271066996738,retweeted,1489618893186478083
1858,1489900966522634243,retweeted,1489880190813626372
1859,1489900805687635968,retweeted,1489878045016170505
1860,1489900706739806211,retweeted,1489866179976089600
1861,1489900690470162435,retweeted,1489863876845969409
1862,1489900675672670211,retweeted,1489862441089523713
1863,1489900652998184962,retweeted,1489858837666574338
1864,1489900562829090822,quoted,1489763367304970241
1865,1489900449520099329,retweeted,1489874633096667138
1866,1489899791853236226,retweeted,1489618893186478083
1867,1489898800885940224,retweeted,1489646981047885824
1868,1489898706208018436,retweeted,1489749831446847490
1869,1489898318041911301,retweeted,1489466649409474564
1870,1489898261276086272,retweeted,1489618893186478083
1871,1489897906933055500,retweeted,1489880190813626372
