,tweet_id,type,reference_tweet_id
283,1489372790553669633,retweeted,1489295037967978497
284,1489372765899661316,retweeted,1489318397988917249
285,1489372758509166594,retweeted,1489318397988917249
286,1489372612392329219,retweeted,1489319274707447809
287,1489372541974163458,retweeted,1489308485766418432
288,1489372532910301189,retweeted,1489307161138442240
289,1489372519400452102,retweeted,1489352444115132422
290,1489372391591616513,retweeted,1489307161138442240
291,1489372347811385344,retweeted,1489307161138442240
292,1489372304576376832,retweeted,1489307161138442240
293,1489372286058696706,retweeted,1489318397988917249
294,1489372250528788480,retweeted,1489307161138442240
295,1489372228940615681,retweeted,1489202750793650178
296,1489372221826953219,retweeted,1489352444115132422
297,1489372219734204420,replied_to,1489371568153243655
298,1489372149370347520,retweeted,1489318397988917249
299,1489372146308722690,retweeted,1489307161138442240
300,1489372141011316736,retweeted,1489319274707447809
301,1489372061365510144,retweeted,1489307161138442240
302,1489371980105191425,retweeted,1489308485766418432
303,1489371951542026240,retweeted,1489308485766418432
304,1489371919405043714,retweeted,1489308485766418432
305,1489371829424857092,retweeted,1489318397988917249
306,1489371728144965634,retweeted,1489318397988917249
307,1489371655872954374,retweeted,1489308485766418432
308,1489371601296625665,retweeted,1489314888711294976
309,1489371597077196800,retweeted,1489308485766418432
310,1489371591020617737,retweeted,1489318397988917249
311,1489371506379571203,retweeted,1489308485766418432
312,1489371496313016323,retweeted,1489318397988917249
313,1489371362833715201,retweeted,1489318397988917249
314,1489371344919830540,retweeted,1489318397988917249
315,1489371286417641481,retweeted,1489308485766418432
316,1489371275453767681,retweeted,1489308485766418432
317,1489371090338123777,retweeted,1489295037967978497
318,1489371071967121414,retweeted,1489295037967978497
319,1489371043731025922,retweeted,1489295037967978497
320,1489371011397013504,retweeted,1489309741088055297
321,1489370958737846272,retweeted,1489308485766418432
322,1489370914701684737,quoted,1489352107098525698
323,1489370883605114882,retweeted,1488875049041887234
324,1489370860158959618,retweeted,1489308485766418432
325,1489388019182309378,retweeted,1489308485766418432
326,1489388016531501057,replied_to,1429486074879950853
327,1489387950165356545,retweeted,1489376836589084681
328,1489387909245513735,quoted,1489379907964649474
329,1489387892430577664,quoted,1489381784240406536
330,1489387871815573511,retweeted,1489295037967978497
331,1489387806518657026,retweeted,1489340694078672896
332,1489387803230314499,retweeted,1489307161138442240
333,1489387690021867524,retweeted,1489319274707447809
334,1489387675039645697,retweeted,1489327088242806785
335,1489387649030885377,retweeted,1489307161138442240
336,1489387618177585157,retweeted,1489376836589084681
337,1489387581724844032,retweeted,1489318397988917249
338,1489387442394349574,retweeted,1489347455233757185
339,1489387434362093568,retweeted,1488669301351452673
340,1489387424635666443,retweeted,1489307161138442240
341,1489387385125224450,retweeted,1489318397988917249
342,1489387276140531720,quoted,1489381784240406536
343,1489387252732018692,quoted,1489386547938004993
344,1489387247593934848,retweeted,1489347455233757185
345,1489387247434715136,retweeted,1489385520962617344
346,1489387201213390853,retweeted,1489318397988917249
347,1489387177943392267,retweeted,1489295037967978497
348,1489387174306979841,retweeted,1489332494633783299
349,1489387094204104711,retweeted,1489376836589084681
350,1489387038013108238,retweeted,1489376836589084681
351,1489387027598503937,retweeted,1489318397988917249
352,1489386969440337922,retweeted,1489308485766418432
353,1489386897461895170,retweeted,1489339398097457156
354,1489386870794563586,retweeted,1489295037967978497
355,1489386810241335296,retweeted,1489314888711294976
356,1489386598483464197,replied_to,1489376905522413572
357,1489386393453445122,retweeted,1489324569768857602
358,1489386376835518470,retweeted,1489376836589084681
359,1489386369155751939,retweeted,1489318397988917249
360,1489386311349948417,retweeted,1489312115731034114
361,1489386305855397892,quoted,1488269452588326913
362,1489386214788669440,retweeted,1489376836589084681
363,1489386153082036226,retweeted,1489308485766418432
364,1489386082353487874,retweeted,1489376836589084681
365,1489386014955253760,retweeted,1489376836589084681
366,1489385978921897992,retweeted,1489376836589084681
367,1489385935242506249,retweeted,1489340694078672896
368,1489385928137539584,retweeted,1489319274707447809
369,1489385900274593796,retweeted,1489308485766418432
370,1489385875469447175,retweeted,1489076284894363650
371,1489403325623803907,retweeted,1489352444115132422
372,1489403325380542464,retweeted,1489352444115132422
373,1489403289187885059,retweeted,1488886838312022029
374,1489403191326388226,retweeted,1489352444115132422
375,1489403163648176135,retweeted,1489352444115132422
376,1489403131884490756,retweeted,1489307161138442240
377,1489403112049811459,retweeted,1489352444115132422
378,1489403041036091394,replied_to,1489401887283724293
379,1489403040952168451,retweeted,1489398509493276679
380,1489403027614314503,retweeted,1489376836589084681
381,1489403020739678208,retweeted,1489318397988917249
382,1489402914179223555,retweeted,1489309741088055297
383,1489402870847922177,retweeted,1489352444115132422
384,1489402841164746752,retweeted,1489307161138442240
385,1489402806691844100,retweeted,1489307161138442240
386,1489402806255685633,retweeted,1489352444115132422
387,1489402796743053312,retweeted,1489352444115132422
388,1489402795086295042,retweeted,1489352444115132422
389,1489402794478125060,retweeted,1489398509493276679
390,1489402791831293958,replied_to,1489340749976064001
391,1489402767147892740,retweeted,1489402211503247362
392,1489402753973686272,retweeted,1489352444115132422
393,1489402714140426243,retweeted,1489388016531501057
394,1489402712009719813,retweeted,1489318397988917249
395,1489402700143988737,retweeted,1489352444115132422
396,1489402696255762434,replied_to,1489339852902391808
397,1489402679084335105,retweeted,1489314888711294976
398,1489402669529812997,retweeted,1489402211503247362
399,1489402661275373569,retweeted,1489352444115132422
400,1489402652492382214,retweeted,1489352444115132422
401,1489402601997144067,replied_to,1489341760165888000
402,1489402503049330690,quoted,1489308485766418432
403,1489402495571005442,retweeted,1489352444115132422
404,1489402482199445506,replied_to,1489391204412407811
405,1489402477824851973,retweeted,1489398509493276679
406,1489402468828164101,retweeted,1489352444115132422
407,1489402446191513600,retweeted,1489398509493276679
408,1489402438415179777,retweeted,1489352444115132422
409,1489402306009337858,retweeted,1489398509493276679
410,1489402256071999488,retweeted,1489352444115132422
411,1489402220118433792,retweeted,1489376836589084681
412,1489402211503247362,replied_to,1489335763456118786
413,1489402159242231809,replied_to,1489356772884172800
414,1489402134898565126,retweeted,1489295037967978497
415,1489402106645598211,replied_to,1489365321882513412
416,1489402105957859329,retweeted,1489398509493276679
417,1489402105072799745,retweeted,1489336480648642561
418,1489402068762865665,retweeted,1489318397988917249
419,1489402033849331713,retweeted,1489401887283724293
420,1489418310206713860,retweeted,1489318397988917249
421,1489418256024694785,retweeted,1489352444115132422
422,1489418255261446144,retweeted,1489295037967978497
423,1489418103230541826,retweeted,1489326612139151369
424,1489418066266046469,retweeted,1489417041048227840
425,1489418045655330829,retweeted,1489398509493276679
426,1489418032975863818,retweeted,1489417041048227840
427,1489417962490675201,retweeted,1489417041048227840
428,1489417927686303749,retweeted,1488939789919436803
429,1489417926650339329,retweeted,1489319274707447809
430,1489417868777340929,retweeted,1489417041048227840
431,1489417851299581955,retweeted,1489327088242806785
432,1489417789597233155,retweeted,1489307161138442240
433,1489417773524652032,retweeted,1489295037967978497
434,1489417735507484675,retweeted,1489417041048227840
435,1489417690917875714,retweeted,1489398509493276679
436,1489417670218944515,retweeted,1489402791831293958
437,1489417644763582467,retweeted,1489352444115132422
438,1489417629177716736,retweeted,1489417041048227840
439,1489417616791949313,retweeted,1489417041048227840
440,1489417521333682178,retweeted,1489417041048227840
441,1489417497598124033,retweeted,1489417041048227840
442,1489417468460290048,retweeted,1489394752747446273
443,1489417444485517314,retweeted,1489417041048227840
444,1489417426139635717,retweeted,1489295037967978497
445,1489417405457707008,retweeted,1489417041048227840
446,1489417342245380099,quoted,1487919834973282307
447,1489417342245380099,replied_to,1489380808477523971
448,1489417297735426058,retweeted,1489417041048227840
449,1489417272795877376,retweeted,1489417041048227840
450,1489417235567452160,retweeted,1489398509493276679
451,1489417187450404867,retweeted,1489417041048227840
452,1489417166696890370,retweeted,1489417041048227840
453,1489417156672606208,retweeted,1489417041048227840
454,1489417153585446916,retweeted,1489398509493276679
455,1489417152557891584,retweeted,1489318397988917249
456,1489417139585011712,retweeted,1489417041048227840
457,1489417109360754689,retweeted,1488918533295808513
458,1489417098996723712,retweeted,1489417041048227840
459,1489417090712887306,retweeted,1489417041048227840
460,1489417089496469504,retweeted,1489295037967978497
461,1489417077115043842,retweeted,1488886838312022029
462,1489417009758674953,retweeted,1489415253159026697
463,1489416930716835843,retweeted,1489402730330349574
464,1489416864530939905,retweeted,1489398509493276679
465,1489416801473769476,retweeted,1489376836589084681
466,1489416795660369928,retweeted,1489295037967978497
467,1489433487962607617,retweeted,1489398509493276679
468,1489433465896513536,retweeted,1489398509493276679
469,1489433437542895616,retweeted,1488886838312022029
470,1489433430630625281,retweeted,1489308485766418432
471,1489433417133563905,retweeted,1488886838312022029
472,1489433379648983041,retweeted,1488181284195160072
473,1489433312368205826,retweeted,1488181284195160072
474,1489432983970983940,retweeted,1489430604173119488
475,1489432935195414531,retweeted,1488843159929073668
476,1489432854270562305,retweeted,1488181284195160072
477,1489432780362575874,retweeted,1488886838312022029
478,1489432737530449920,retweeted,1489398509493276679
479,1489432700746354691,retweeted,1488181284195160072
480,1489432672120229891,retweeted,1489309741088055297
481,1489432667133206528,retweeted,1488705494441201665
482,1489432428724703232,retweeted,1488886838312022029
483,1489432280082923522,retweeted,1489308485766418432
484,1489432203616346118,retweeted,1488886838312022029
485,1489432149929304065,retweeted,1489423234416193537
486,1489432131872780289,retweeted,1489402730330349574
487,1489431714472546305,quoted,1488974608799834125
488,1489431694042013696,retweeted,1489417041048227840
489,1489431679659917313,retweeted,1489428315001659393
490,1489431664669433856,retweeted,1489295037967978497
491,1489431564337434624,retweeted,1489318397988917249
492,1489431547648397322,retweeted,1489308485766418432
493,1489431485069217794,retweeted,1489320331328188419
494,1489431227186753537,retweeted,1489308485766418432
495,1489431091178086404,retweeted,1489320331328188419
496,1489431057690726401,retweeted,1489308485766418432
497,1489431027676106752,replied_to,1489429870106923009
498,1489430864794513413,retweeted,1489352444115132422
499,1489430864731811842,retweeted,1489307161138442240
500,1489430676667609089,retweeted,1489318397988917249
501,1489430631276634113,replied_to,1489429699591688192
502,1489430606605914112,retweeted,1489394752747446273
503,1489430604173119488,quoted,1489404418181136384
504,1489430592307531778,retweeted,1488886838312022029
505,1489430479501774854,retweeted,1488962099279708163
506,1489430363944501250,retweeted,1488886838312022029
507,1489430203558465536,retweeted,1489421007848820739
508,1489430020997074944,retweeted,1489295037967978497
509,1489429955704414210,retweeted,1489284644700831748
510,1489429798690738180,retweeted,1489295037967978497
511,1489429740305805312,replied_to,1489308940047368196
512,1489429694978142214,retweeted,1489417041048227840
513,1489429660983255043,retweeted,1489352444115132422
514,1489429626564792324,retweeted,1489417041048227840
515,1489448469102161924,retweeted,1489324569768857602
516,1489448459195273216,retweeted,1489295037967978497
517,1489448387728613377,retweeted,1489308485766418432
518,1489448262834671616,retweeted,1489318397988917249
519,1489448165442928641,quoted,1489150765046415365
520,1489448164360814592,retweeted,1489309741088055297
521,1489447854749847556,retweeted,1489447202531717120
522,1489447444760961024,retweeted,1489295037967978497
523,1489447376494501889,retweeted,1489308485766418432
524,1489447263504109569,retweeted,1489308485766418432
525,1489447240192036864,retweeted,1489308485766418432
526,1489447202531717120,quoted,1489443717224312835
527,1489447044435505156,retweeted,1489295037967978497
528,1489446894946242562,quoted,1489417041048227840
529,1489446632542420995,retweeted,1488939789919436803
530,1489446565622304769,retweeted,1489305979913129989
531,1489446537918697473,retweeted,1489336480648642561
532,1489446509330509825,retweeted,1489307161138442240
533,1489446495862538247,retweeted,1489417041048227840
534,1489446449129697285,retweeted,1489352444115132422
535,1489446376328949762,retweeted,1488705494441201665
536,1489446320712548352,retweeted,1489308485766418432
537,1489446272994283522,quoted,1489444593280389125
538,1489446229314576384,retweeted,1489315945353027593
539,1489446118677176320,retweeted,1489308485766418432
540,1489445989534638080,retweeted,1488737340897910786
541,1489445932378767361,replied_to,1489368702474665988
542,1489445926414524424,retweeted,1489295037967978497
543,1489445706079535111,replied_to,1489398612597817345
544,1489445615981391872,retweeted,1489314888711294976
545,1489445510045970434,retweeted,1489417041048227840
546,1489444924944748549,retweeted,1489417041048227840
547,1489444788265009152,retweeted,1489417041048227840
548,1489444665157988352,retweeted,1489417041048227840
549,1489444639149015042,quoted,1486046656240013320
550,1489444581284450307,retweeted,1488886838312022029
551,1489444551249039362,retweeted,1489417041048227840
552,1489444502590742530,retweeted,1489307161138442240
553,1489444295236931586,replied_to,1489423472073740289
554,1489444157558906880,retweeted,1489398509493276679
555,1489443972024250368,retweeted,1489417041048227840
556,1489443918668304386,retweeted,1489340694078672896
557,1489443874539986952,retweeted,1488886838312022029
558,1489443758173212673,retweeted,1489398509493276679
559,1489443750489243660,retweeted,1489319274707447809
560,1489463655565508612,retweeted,1489324569768857602
561,1489463626239029248,retweeted,1489458453584228355
562,1489463550695419905,replied_to,1489344483707834370
563,1489463510014771202,quoted,1489406351243628546
564,1489463144649207809,retweeted,1488886838312022029
565,1489463064923492354,retweeted,1489458453584228355
566,1489463062847377409,retweeted,1489402730330349574
567,1489463034322034688,retweeted,1489398509493276679
568,1489462932723445762,retweeted,1489417041048227840
569,1489462716536266754,retweeted,1489308485766418432
570,1489462548374167557,retweeted,1489458453584228355
571,1489462543030661120,retweeted,1489076284894363650
572,1489462408212979712,retweeted,1489308485766418432
573,1489462324285120514,retweeted,1489458453584228355
574,1489462313103114244,retweeted,1489319274707447809
575,1489462219410755587,retweeted,1489458453584228355
576,1489462201010335745,retweeted,1489458453584228355
577,1489462127609856000,retweeted,1489458453584228355
578,1489462118185377796,retweeted,1489319274707447809
579,1489461895853756416,retweeted,1489318397988917249
580,1489461737606631424,retweeted,1488886838312022029
581,1489461690546548739,retweeted,1489398509493276679
582,1489461461705502721,retweeted,1489458453584228355
583,1489461192745754627,retweeted,1489458453584228355
584,1489461180619972610,retweeted,1489295037967978497
585,1489461088408199170,retweeted,1489458453584228355
586,1489460908543913991,retweeted,1489352444115132422
587,1489460818886504448,retweeted,1489318397988917249
588,1489460748111601667,retweeted,1489352444115132422
589,1489460529185927169,retweeted,1489458453584228355
590,1489460506901553157,retweeted,1488886838312022029
591,1489460390551425024,retweeted,1489398509493276679
592,1489460364936835074,retweeted,1489308485766418432
593,1489460352786042880,retweeted,1489458453584228355
594,1489460352085549056,retweeted,1489319274707447809
595,1489460348491124736,retweeted,1489398509493276679
596,1489460274172157952,retweeted,1489458453584228355
597,1489460270766432263,retweeted,1489458453584228355
598,1489460137932705793,retweeted,1489458453584228355
599,1489460135453880322,retweeted,1489295037967978497
600,1489459968671637508,retweeted,1488270369043537924
601,1489459799922470912,quoted,1489311601073156101
602,1489459762391568389,retweeted,1489308485766418432
603,1489459686860636164,retweeted,1489284644700831748
604,1489478763767336961,retweeted,1489295037967978497
605,1489478525597982721,retweeted,1482391234828283913
606,1489478248266276867,retweeted,1489464078984613889
